1.25e0 4.3333191e1 2.5e-1 2.5e-1
2.5e0 4.3333191e1 2.5e-1 2.5e-1
3.75e0 4.3333191e1 2.5e-1 2.5e-1
5.0e0 4.3333191e1 2.5e-1 2.5e-1
6.25e0 4.3333191e1 2.5e-1 2.5e-1
7.5e0 4.3333191e1 2.5e-1 2.5e-1
8.75e0 4.3333191e1 2.5e-1 2.5e-1
1.0e1 4.3333191e1 2.5e-1 2.5e-1
1.125e1 4.3333191e1 2.5e-1 2.5e-1
1.25e1 4.3333191e1 2.5e-1 2.5e-1
1.375e1 4.3333191e1 2.5e-1 2.5e-1
1.5e1 4.3333191e1 2.5e-1 2.5e-1
1.625e1 4.3333191e1 2.5e-1 2.5e-1
1.75e1 4.3333191e1 2.5e-1 2.5e-1
1.875e1 4.3333191e1 2.5e-1 2.5e-1
2.0e1 4.3333191e1 2.5e-1 2.5e-1

-1.0e1 4.499985e1 0.0e0 0.0e0
-8.75e0 4.499985e1 0.0e0 0.0e0
-7.5e0 4.499985e1 0.0e0 0.0e0
-6.25e0 4.499985e1 0.0e0 0.0e0
-5.0e0 4.499985e1 0.0e0 0.0e0
-3.75e0 4.499985e1 0.0e0 0.0e0
-2.5e0 4.499985e1 0.0e0 0.0e0
-1.25e0 4.499985e1 0.0e0 0.0e0
0.0e0 4.499985e1 0.0e0 0.0e0
1.25e0 4.499985e1 2.5e-1 2.5e-1
2.5e0 4.499985e1 2.5e-1 2.5e-1
3.75e0 4.499985e1 2.5e-1 2.5e-1
5.0e0 4.499985e1 2.5e-1 2.5e-1
6.25e0 4.499985e1 2.5e-1 2.5e-1
7.5e0 4.499985e1 2.5e-1 2.5e-1
8.75e0 4.499985e1 2.5e-1 2.5e-1
1.0e1 4.499985e1 2.5e-1 2.5e-1
1.125e1 4.499985e1 2.5e-1 2.5e-1
1.25e1 4.499985e1 2.5e-1 2.5e-1
1.375e1 4.499985e1 2.5e-1 2.5e-1
1.5e1 4.499985e1 2.5e-1 2.5e-1
1.625e1 4.499985e1 2.5e-1 2.5e-1
1.75e1 4.499985e1 2.5e-1 2.5e-1
1.875e1 4.499985e1 2.5e-1 2.5e-1
2.0e1 4.499985e1 2.5e-1 2.5e-1

-1.0e1 4.666651e1 0.0e0 0.0e0
-8.75e0 4.666651e1 0.0e0 0.0e0
-7.5e0 4.666651e1 0.0e0 0.0e0
-6.25e0 4.666651e1 0.0e0 0.0e0
-5.0e0 4.666651e1 0.0e0 0.0e0
-3.75e0 4.666651e1 0.0e0 0.0e0
-2.5e0 4.666651e1 0.0e0 0.0e0
-1.25e0 4.666651e1 0.0e0 0.0e0
0.0e0 4.666651e1 0.0e0 0.0e0
1.25e0 4.666651e1 2.5e-1 2.5e-1
2.5e0 4.666651e1 2.5e-1 2.5e-1
3.75e0 4.666651e1 2.5e-1 2.5e-1
5.0e0 4.666651e1 2.5e-1 2.5e-1
6.25e0 4.666651e1 2.5e-1 2.5e-1
7.5e0 4.666651e1 2.5e-1 2.5e-1
8.75e0 4.666651e1 2.5e-1 2.5e-1
1.0e1 4.666651e1 2.5e-1 2.5e-1
1.125e1 4.666651e1 2.5e-1 2.5e-1
1.25e1 4.666651e1 2.5e-1 2.5e-1
1.375e1 4.666651e1 2.5e-1 2.5e-1
1.5e1 4.666651e1 2.5e-1 2.5e-1
1.625e1 4.666651e1 2.5e-1 2.5e-1
1.75e1 4.666651e1 2.5e-1 2.5e-1
1.875e1 4.666651e1 2.5e-1 2.5e-1
2.0e1 4.666651e1 2.5e-1 2.5e-1

-1.0e1 4.833317e1 0.0e0 0.0e0
-8.75e0 4.833317e1 0.0e0 0.0e0
-7.5e0 4.833317e1 0.0e0 0.0e0
-6.25e0 4.833317e1 0.0e0 0.0e0
-5.0e0 4.833317e1 0.0e0 0.0e0
-3.75e0 4.833317e1 0.0e0 0.0e0
-2.5e0 4.833317e1 0.0e0 0.0e0
-1.25e0 4.833317e1 0.0e0 0.0e0
0.0e0 4.833317e1 0.0e0 0.0e0
1.25e0 4.833317e1 2.5e-1 2.5e-1
2.5e0 4.833317e1 2.5e-1 2.5e-1
3.75e0 4.833317e1 2.5e-1 2.5e-1
5.0e0 4.833317e1 2.5e-1 2.5e-1
6.25e0 4.833317e1 2.5e-1 2.5e-1
7.5e0 4.833317e1 2.5e-1 2.5e-1
8.75e0 4.833317e1 2.5e-1 2.5e-1
1.0e1 4.833317e1 2.5e-1 2.5e-1
1.125e1 4.833317e1 2.5e-1 2.5e-1
1.25e1 4.833317e1 2.5e-1 2.5e-1
1.375e1 4.833317e1 2.5e-1 2.5e-1
1.5e1 4.833317e1 2.5e-1 2.5e-1
1.625e1 4.833317e1 2.5e-1 2.5e-1
1.75e1 4.833317e1 2.5e-1 2.5e-1
1.875e1 4.833317e1 2.5e-1 2.5e-1
2.0e1 4.833317e1 2.5e-1 2.5e-1

-1.0e1 4.9999829e1 0.0e0 0.0e0
-8.75e0 4.9999829e1 0.0e0 0.0e0
-7.5e0 4.9999829e1 0.0e0 0.0e0
-6.25e0 4.9999829e1 0.0e0 0.0e0
-5.0e0 4.9999829e1 0.0e0 0.0e0
-3.75e0 4.9999829e1 0.0e0 0.0e0
-2.5e0 4.9999829e1 0.0e0 0.0e0
-1.25e0 4.9999829e1 0.0e0 0.0e0
0.0e0 4.9999829e1 0.0e0 0.0e0
1.25e0 4.9999829e1 2.5e-1 2.5e-1
2.5e0 4.9999829e1 2.5e-1 2.5e-1
3.75e0 4.9999829e1 2.5e-1 2.5e-1
5.0e0 4.9999829e1 2.5e-1 2.5e-1
6.25e0 4.9999829e1 2.5e-1 2.5e-1
7.5e0 4.9999829e1 2.5e-1 2.5e-1
8.75e0 4.9999829e1 2.5e-1 2.5e-1
1.0e1 4.9999829e1 2.5e-1 2.5e-1
1.125e1 4.9999829e1 2.5e-1 2.5e-1
1.25e1 4.9999829e1 2.5e-1 2.5e-1
1.375e1 4.9999829e1 2.5e-1 2.5e-1
1.5e1 4.9999829e1 2.5e-1 2.5e-1
1.625e1 4.9999829e1 2.5e-1 2.5e-1
1.75e1 4.9999829e1 2.5e-1 2.5e-1
1.875e1 4.9999829e1 2.5e-1 2.5e-1
2.0e1 4.9999829e1 2.5e-1 2.5e-1
